[2026-04-01 08:16] ❌ SSH连接失败（连续第118次）
[2026-04-01 08:31] ❌ SSH连接失败（连续第119次）
[2026-04-01 08:46] ❌ SSH连接失败（连续第120次）
[2026-04-01 09:01] ❌ SSH连接失败（连续第121次）
[2026-04-01 09:16] ❌ SSH连接失败（连续第122次）
[2026-04-01 09:31] ❌ SSH连接失败（连续第123次）
[2026-04-01 09:46] ❌ SSH连接失败（连续第124次）
[2026-04-01 10:01] ❌ SSH连接失败（连续第125次）
[2026-04-01 10:16] ❌ SSH连接失败（连续第126次）
[2026-04-01 10:32] ❌ SSH连接失败（连续第127次）
[2026-04-01 10:47] ❌ SSH连接失败（连续第128次）
[2026-04-01 11:02] ❌ SSH连接失败（连续第129次）
[2026-04-01 11:17] ❌ SSH连接失败（连续第130次）
[2026-04-01 11:32] ❌ SSH连接失败（连续第131次）
[2026-04-01 11:47] ❌ SSH连接失败（连续第132次）
[2026-04-01 12:02] ❌ SSH连接失败（连续第133次）
[2026-04-01 12:17] ❌ SSH连接失败（连续第134次）
[2026-04-01 12:32] ❌ SSH连接失败（连续第135次）
[2026-04-01 12:47] ❌ SSH连接失败（连续第136次）
[2026-04-01 13:02] ❌ SSH连接失败（连续第137次）
[2026-04-01 13:17] ❌ SSH连接失败（连续第138次）
[2026-04-01 13:32] ❌ SSH连接失败（连续第139次）
[2026-04-01 13:47] ❌ SSH连接失败（连续第140次）
[2026-04-01 14:02] ❌ SSH连接失败（连续第141次）
[2026-04-01 14:17] ❌ SSH连接失败（连续第142次）
[2026-04-01 14:32] ❌ SSH连接失败（连续第143次）
[2026-04-01 14:47] ❌ SSH连接失败（连续第144次）
[2026-04-01 15:02] ❌ SSH连接失败（连续第145次）
[2026-04-01 15:17] ❌ SSH连接失败（连续第146次）
[2026-04-01 15:32] ❌ SSH连接失败（连续第147次）
[2026-04-01 15:47] ❌ SSH连接失败（连续第148次）
[2026-04-01 16:02] ❌ SSH连接失败（连续第149次）
[2026-04-01 16:17] ❌ SSH连接失败（连续第150次）
[2026-04-01 16:32] ❌ SSH连接失败（连续第151次）
[2026-04-01 16:47] ❌ SSH连接失败（连续第152次）
[2026-04-01 17:02] ❌ SSH连接失败（连续第153次）
[2026-04-01 17:17] ❌ SSH连接失败（连续第154次）
[2026-04-01 17:32] ❌ SSH连接失败（连续第155次）
[2026-04-01 17:47] ❌ SSH连接失败（连续第156次）
[2026-04-01 18:02] ❌ SSH连接失败（连续第157次）
[2026-04-01 18:17] ❌ SSH连接失败（连续第158次）
[2026-04-01 18:32] ❌ SSH连接失败（连续第159次）
[2026-04-01 18:47] ❌ SSH连接失败（连续第160次）
[2026-04-01 19:02] ❌ SSH连接失败（连续第161次）
[2026-04-01 19:17] ❌ SSH连接失败（连续第162次）
[2026-04-01 19:32] ❌ SSH连接失败（连续第163次）
[2026-04-01 19:47] ❌ SSH连接失败（连续第164次）
[2026-04-01 20:02] ❌ SSH连接失败（连续第165次）
[2026-04-01 20:17] ❌ SSH连接失败（连续第166次）
[2026-04-01 20:32] ❌ SSH连接失败（连续第167次）
[2026-04-01 20:47] ❌ SSH连接失败（连续第168次）
[2026-04-01 21:02] ❌ SSH连接失败（连续第169次）
[2026-04-01 21:17] ❌ SSH连接失败（连续第170次）
[2026-04-01 21:32] ❌ SSH连接失败（连续第171次）
[2026-04-01 21:47] ❌ SSH连接失败（连续第172次）
[2026-04-01 22:02] ❌ SSH连接失败（连续第173次）
[2026-04-01 22:17] ❌ SSH连接失败（连续第174次）
[2026-04-01 22:32] ❌ SSH连接失败（连续第175次）
[2026-04-01 22:47] ❌ SSH连接失败（连续第176次）
[2026-04-01 23:02] ❌ SSH连接失败（连续第177次）
[2026-04-01 23:17] ❌ SSH连接失败（连续第178次）
[2026-04-01 23:32] ❌ SSH连接失败（连续第179次）
[2026-04-01 23:47] ❌ SSH连接失败（连续第180次）
[2026-04-02 00:02] ❌ SSH连接失败（连续第181次）
[2026-04-02 00:17] ❌ SSH连接失败（连续第182次）
[2026-04-02 00:32] ❌ SSH连接失败（连续第183次）
[2026-04-02 00:47] ❌ SSH连接失败（连续第184次）
[2026-04-02 01:02] ❌ SSH连接失败（连续第185次）
[2026-04-02 01:17] ❌ SSH连接失败（连续第186次）
[2026-04-02 01:32] ❌ SSH连接失败（连续第187次）
[2026-04-02 01:47] ✅ 第287次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, ADA/1h | 内存: 6.0/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 08:03] ✅ 第312次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 08:18] ✅ 第313次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 08:33] ✅ 第314次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 08:48] ✅ 第315次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 09:03] ✅ 第316次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 09:18] ✅ 第317次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 09:33] ✅ 第318次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 09:48] ✅ 第319次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 10:03] ✅ 第320次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 10:18] ✅ 第321次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 10:33] ✅ 第322次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 10:48] ✅ 第323次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 11:03] ✅ 第324次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 11:18] ✅ 第325次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 11:33] ✅ 第326次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 11:48] ✅ 第327次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 12:03] ✅ 第328次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 12:18] ✅ 第329次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 12:33] ✅ 第330次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 12:48] ✅ 第331次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 13:03] ✅ 第332次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 13:18] ✅ 第333次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 13:33] ✅ 第334次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 13:48] ✅ 第335次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 14:03] ✅ 第336次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 14:18] ✅ 第337次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 14:33] ✅ 第338次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 14:48] ✅ 第339次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 15:04] ✅ 第340次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 15:19] ✅ 第341次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 15:34] ✅ 第342次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 15:49] ✅ 第343次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 16:04] ✅ 第344次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 16:19] ✅ 第345次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 16:34] ✅ 第346次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 16:49] ✅ 第347次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 17:04] ✅ 第348次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 17:19] ✅ 第349次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 17:34] ✅ 第350次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 17:49] ✅ 第351次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 18:04] ✅ 第352次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 18:19] ✅ 第353次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 18:34] ✅ 第354次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 18:49] ✅ 第355次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 19:04] ✅ 第356次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 19:19] ✅ 第357次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 19:34] ✅ 第358次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 19:49] ✅ 第359次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 20:04] ✅ 第360次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 20:19] ✅ 第361次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 20:34] ✅ 第362次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 20:49] ✅ 第363次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 21:04] ✅ 第364次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 21:19] ✅ 第365次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 21:34] ✅ 第366次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 21:49] ✅ 第367次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 22:04] ✅ 第368次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, AVAX/1h | 内存: 8.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 22:19] ❌ SSH连接失败（连续第1次）
[2026-04-02 22:34] ✅ 第370次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, ADA/1h | 内存: 3.7/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 22:49] ✅ 第371次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, ADA/1h | 内存: 5.2/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 23:04] ✅ 第372次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, ADA/1h | 内存: 5.3/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 23:19] ✅ 第373次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, ADA/1h | 内存: 5.3/24.5GB | 毕业生: 4个 | 进度: 无进度
[2026-04-02 23:34] ✅ 第374次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, ADA/1h | 内存: 5.3/24.5GB | 毕业生: 5个 | 🎓 新毕业: grad_20260402_233236_r26.json, grad_20260330_234958_r1.json, grad_20260330_110615_r1.json | 进度: 无进度
[2026-04-02 23:49] ✅ 第375次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, ADA/1h | 内存: 5.3/24.5GB | 毕业生: 5个 | 进度: 无进度
[2026-04-03 00:05] ✅ 第376次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, ADA/1h | 内存: 5.3/24.5GB | 毕业生: 5个 | 进度: 无进度
[2026-04-03 00:20] ✅ 第377次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, ADA/1h | 内存: 5.3/24.5GB | 毕业生: 5个 | 进度: 无进度
[2026-04-03 00:35] ✅ 第378次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, ADA/1h | 内存: 5.3/24.5GB | 毕业生: 5个 | 进度: 无进度
[2026-04-03 00:50] ✅ 第379次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, ADA/1h | 内存: 5.3/24.5GB | 毕业生: 5个 | 进度: 无进度
[2026-04-03 01:05] ✅ 第380次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, ADA/1h | 内存: 5.3/24.5GB | 毕业生: 5个 | 进度: 无进度
[2026-04-03 01:20] ✅ 第381次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, ADA/1h | 内存: 5.3/24.5GB | 毕业生: 11个 | 🎓 新毕业: grad_20260403_011609_r72.json, grad_20260403_011346_r71.json, grad_20260403_011122_r70.json | 进度: 无进度
[2026-04-03 01:35] ✅ 第382次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, ADA/1h | 内存: 5.3/24.5GB | 毕业生: 11个 | 进度: 无进度
[2026-04-03 01:50] ✅ 第383次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, ADA/1h | 内存: 5.3/24.5GB | 毕业生: 11个 | 进度: 无进度
[2026-04-03 02:05] ✅ 第384次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, ADA/1h | 内存: 5.3/24.5GB | 毕业生: 11个 | 进度: 无进度
[2026-04-03 02:20] ✅ 第385次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, ADA/1h | 内存: 5.3/24.5GB | 毕业生: 11个 | 进度: 无进度
[2026-04-03 02:35] ✅ 第386次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, ADA/1h | 内存: 5.3/24.5GB | 毕业生: 14个 | 🎓 新毕业: grad_20260403_023101_r100.json, grad_20260403_022806_r99.json, grad_20260403_022504_r98.json | 进度: 无进度
[2026-04-03 02:50] ✅ 第387次检查 | 4工位: ADA/1h, ADA/1h, ADA/1h, ADA/1h | 内存: 5.3/24.5GB | 毕业生: 19个 | 🎓 新毕业: grad_20260403_024609_r105.json, grad_20260403_024310_r104.json, grad_20260403_024003_r103.json | 进度: 无进度
